source,entity_class,param_name,default_value,default_type,parameter_value_list,mod_line,description
schema,unit,availability,1.0,,basics,,"[e.g. 0.9 means 90%] Fraction of capacity available for flows from/to the unit. For online units, the online variable is multiplied by the availability. Constant or time."
schema,unit,constraint_cumulative_pre_built_capacity_coefficient,,,constraint,,"A map of coefficients (index: constraint name, value: coefficient) that places the cumulative pre-built capacity at period d — data baseline plus every v_invest made in periods strictly BEFORE d, retirements ignored — on the left side of the user-defined constraint. Enables learning-effect and period-over-period growth limits. Not multiplied by unitsize."
schema,unit,constraint_invested_capacity_coefficient,,,constraint,,"A map of coefficients (index: constraint name, value: coefficient) that places v_invest[e, d] — new-build capacity decided in the current period — on the left side of the user-defined constraint. Not multiplied by unitsize."
schema,unit,conversion_method,constant_efficiency,conversion_methods,basics,,Choice of conversion method.
schema,unit,cumulative_max_capacity,,,investment,,"[MW] Maximum cumulative capacity (considers existing, invested and retired capacity). Constant or period."
schema,unit,cumulative_min_capacity,,,investment,,"[MW] Minimum cumulative capacity (considers existing, invested and retired capacity). Constant or period."
schema,unit,delay,,,tech_advanced,,"[hours] A time delay between the input nodes and the output nodes. Either a constant indicating the time difference in hours or a map of time differences (index: time difference in hours, value: weight). Each weight indicates its share of the original flow and the weights should sum to 1. Requires that the time resolutions in the model are always integer multiples of these time differences."
schema,unit,discount_rate,0.05,,investment,,"[e.g. 0.05 equals 5%] Discount rate for investments (WACC). Reflects the financing cost and risk premium for this technology. When the model inflation_rate > 0, this should be a nominal rate. When inflation_rate = 0, this should be a real rate. Used to annualize investment costs over the lifetime. Constant or period."
schema,unit,efficiency,1.0,,basics,,[factor] Efficiency of a unit. Constant or time.
schema,unit,efficiency_at_min_load,,,basics,,[e.g. 0.4 means 40%] Efficiency of the unit at minimum load. Applies only if the unit has an online variable. Constant.
schema,unit,existing,,,basics,,[MW] Existing capacity. Constant or Period
schema,unit,fixed_cost,,,investment,,[CUR/kW] Annual fixed cost. Constant or period.
schema,unit,invest_cost,,,investment,,[CUR/kW] Investment cost of the unit. Constant or period.
schema,unit,invest_max_period,,,investment,,[MW] Maximum investment. Period.
schema,unit,invest_max_total,,,investment,,[MW] Maximum investment over all solves. Constant.
schema,unit,invest_method,not_allowed,invest_methods,investment,,"Choice of investment method: not_allowed, invest and retire indicate availability of investment and retirement. no_limit removes all limits even if there are limiting values set. period uses values set in invest/retire_max/min_period. total uses values set in invest/retire_max/min_total."
schema,unit,invest_min_period,,,investment,,[MW] Minimum investment. Period.
schema,unit,invest_min_total,,,investment,,[MW] Minimum investment over all solves. Constant.
schema,unit,lifetime,,,investment,,[years] Used to calculate annuity together with interest rate. Constant or period.
schema,unit,lifetime_method,reinvest_automatic,lifetime_methods,investment,,Choice how the investments behave after unit runs out of lifetime. Automatic reinvestment causes the model to keep the capacity until the end of model horizon and applies the annualized investment cost without further model choice. Choice of reinvestment removes the capacity at the end of the lifetime and the model needs to decide how much new capacity is to be built.
schema,unit,min_downtime,,,tech_advanced,,[hours] Minimum time the unit must stay offline after shutting down. Requires minimum_time_method set to 'min_downtime' or 'both'. Constant.
schema,unit,min_load,,,basics,,"[0-1] Minimum load of the unit. Applies only if the unit has an online variable. With linear startups, it is the share of capacity started up. Constant or time."
schema,unit,min_uptime,,,tech_advanced,,[hours] Minimum time the unit must stay online after starting up. Requires minimum_time_method set to 'min_uptime' or 'both'. Constant.
schema,unit,minimum_time_method,,minimum_time_methods,tech_advanced,,"Choice between minimum up- and downtimes (none, min_downtime, min_uptime, both). Setting this to anything other than 'none' will activate online variables (at least linear) for the unit. Default: none (no minimum time constraints)."
schema,unit,retire_max_period,,,retirement,,[MW] Maximum retired capacity. Period.
schema,unit,retire_max_total,,,retirement,,[MW] Maximum retired capacity over all solves. Constant.
schema,unit,retire_min_period,,,retirement,,[MW] Minimum retired capacity. Period.
schema,unit,retire_min_total,,,retirement,,[MW] Minimum retired capacity over all solves. Constant.
schema,unit,salvage_value,,,retirement,,[CUR/kW] Salvage value of the unit. Constant or period.
schema,unit,startup_cost,,,tech_advanced,,[CUR/MW] Cost of starting up one MW of 'virtual' capacity. Constant.
schema,unit,startup_method,no_startup,startup_methods,tech_advanced,,"Choice of startup method. Linear startup means that the unit can start partially (anything between 0 and full capacity) but will face startup cost as well as minimum load limit based on the capacity started up. Binary startup means that the unit is either off or fully on, but it is computationally more demanding than linearized startups."
schema,unit,virtual_unitsize,,,basics,,"[MW] Size of a single unit - used for integer investments (lumped investments), minimum loads and start-up costs. If not given, assumed from the existing unit capacity."
schema,unit__inputNode,constraint_flow_coefficient,,,constraint,,"A map of coefficients (Index: constraint name, value: coefficient) to represent the participation of the flow between unit and node in user-defined constraints. [flow x coefficient] will be on the left side of the equation."
schema,unit__inputNode,flow_coefficient,1.0,,basics,,[factor] Energy-unit conversion factor for this flow in the node balance and conversion_indirect equations. Value of 0 removes the edge from capacity / ramp / min-load constraints entirely (hydro-pass-through pattern).
schema,unit__inputNode,inertia_constant,,,network,,[MWs/MW] Inertia constant for a synchronously connected unit to this node. Constant.
schema,unit__inputNode,is_non_synchronous,,is_non_synchronous,network,,Chooses whether the unit is synchronously connected to this node.
schema,unit__inputNode,max_capacity_coefficient,1.0,,basics,,"[factor, default 1.0] Fraction of the unit's capacity available to this edge's upper cap (maxToSink / maxFromSource / ramp). For extraction CHP set to 1.0 on each output so each can reach full capacity when the other drops."
schema,unit__inputNode,min_capacity_coefficient,1.0,,basics,,"[factor, default 1.0] Fraction of the unit's capacity imposed as a lower cap on this edge when online (combined multiplicatively with the unit-level min_load). Set to 0 to remove the lower cap on this edge (e.g. heat output of an extraction CHP that may drop to zero in pure-condensing mode)."
schema,unit__inputNode,other_operational_cost,,,basics,,"[CUR/MWh] Other operational variable cost for energy flows. Constant, Period or Time."
schema,unit__inputNode,ramp_cost,,,tech_advanced,,[CUR/MW] Cost of ramping the unit. Constant.
schema,unit__inputNode,ramp_method,,ramp_methods,tech_advanced,,Choice of ramp method. 'ramp_limit' poses a limit on the speed of ramp. 'ramp_cost' poses a cost on ramping the flow (NOT FUNCTIONAL AS OF 19.3.2023).
schema,unit__inputNode,ramp_speed_down,,,tech_advanced,,[per unit / minute] Maximum ramp down speed. Constant.
schema,unit__inputNode,ramp_speed_up,,,tech_advanced,,[per unit / minute] Maximum ramp up speed. Constant.
schema,unit__node__profile,profile_method,,profile_methods,basics,,"Choice of profile method (upper_limit, lower_limit, fixed). Negative values also possible.
"
schema,unit__outputNode,constraint_flow_coefficient,,,constraint,,"A map of coefficients (Index: constraint name, value: coefficient) to represent the participation of the flow between unit and node in user-defined constraints. [flow x coefficient] will be on the left side of the equation."
schema,unit__outputNode,flow_coefficient,1.0,,basics,,[factor] Energy-unit conversion factor for this flow in the node balance and conversion_indirect equations. Value of 0 removes the edge from capacity / ramp / min-load constraints entirely (hydro-pass-through pattern).
schema,unit__outputNode,inertia_constant,,,network,,[MWs/MW] Inertia constant for a synchronously connected unit to this node. Constant.
schema,unit__outputNode,is_non_synchronous,,is_non_synchronous,network,,Chooses whether the unit is synchronously connected to this node.
schema,unit__outputNode,max_capacity_coefficient,1.0,,basics,,"[factor, default 1.0] Fraction of the unit's capacity available to this edge's upper cap (maxToSink / maxFromSource / ramp). For extraction CHP set to 1.0 on each output so each can reach full capacity when the other drops."
schema,unit__outputNode,min_capacity_coefficient,1.0,,basics,,"[factor, default 1.0] Fraction of the unit's capacity imposed as a lower cap on this edge when online (combined multiplicatively with the unit-level min_load). Set to 0 to remove the lower cap on this edge (e.g. heat output of an extraction CHP that may drop to zero in pure-condensing mode)."
schema,unit__outputNode,other_operational_cost,,,basics,,"[CUR/MWh] Other operational variable cost for energy flows. Constant, Period or Time."
schema,unit__outputNode,ramp_cost,,,tech_advanced,,[CUR/MW] Cost of ramping the unit. Constant.
schema,unit__outputNode,ramp_method,,ramp_methods,tech_advanced,,Choice of ramp methods.
schema,unit__outputNode,ramp_speed_down,,,tech_advanced,,[per unit  / minute] Maximum ramp down speed. Constant.
schema,unit__outputNode,ramp_speed_up,,,tech_advanced,,[per unit  / minute] Maximum ramp up speed. Constant.
